order_id,product_name,category,quantity,unit_price,order_date
ORD00015,Spaghetti,Pasta,1,1.79,2025-12-22
ORD00015,Garlic Bread,Pasta,1,3.29,2025-12-22
ORD00015,Ground Beef,Meat,1,6.49,2025-12-22
ORD00016,Marinara Sauce,Pasta,1,3.49,2025-05-13
ORD00016,Garlic Bread,Pasta,1,3.29,2025-05-13
ORD00016,Cookies,Snacks,1,3.99,2025-05-13
ORD00016,Basil,Produce,2,2.19,2025-05-13
ORD00017,Tortillas,Mexican,2,2.99,2025-02-15
ORD00017,Shredded Cheese,Dairy,1,4.29,2025-02-15
ORD00018,Salsa,Mexican,2,3.49,2025-05-24
ORD00018,Avocado,Produce,2,1.29,2025-05-24
ORD00018,Tomatoes,Produce,1,2.99,2025-05-24
ORD00018,Lettuce,Produce,2,2.29,2025-05-24
ORD00019,Toothpaste,Personal Care,2,3.29,2025-09-04
ORD00019,Ground Beef,Meat,1,6.49,2025-09-04
ORD00019,Shampoo,Personal Care,3,5.99,2025-09-04
ORD00020,Apples,Produce,1,3.99,2025-11-22
ORD00020,tomatoes,Produce,1,2.99,2025-11-22
ORD00020,Sour Cream,Dairy,1,2.29,2025-11-22
ORD00021,Avocado,Produce,1,1.29,2025-02-20
ORD00021,bananas,Produce,1,1.79,2025-02-20
ORD00021,Tomatoes,Produce,1,2.99,2025-02-20
ORD00021,Butter,Breakfast,1,3.79,2025-02-20
ORD00021,Apples,Produce,1,3.99,2025-02-20
ORD00021, Lettuce ,Produce,2,2.29,2025-02-20
ORD00022,Spaghetti,Pasta,1,1.79,2025-12-06
ORD00022,Soda,Beverages,1,4.99,2025-12-06
ORD00022,Marinara Sauce,Pasta,1,3.49,2025-12-06
ORD00022,Burger Buns,Bakery,2,2.79,2025-12-06
ORD00022,Potato Chips,Snacks,1,3.99,2025-12-06
ORD00023,Baby Wipes,Baby,1,6.99,2025-08-26
ORD00023,Trash Bags,Cleaning,3,6.49,2025-08-26
ORD00023,Soda,Beverages,1,4.99,2025-08-26
ORD00023,Potato Chips,Snacks,1,3.99,2025-08-26
ORD00024,Creamer,Breakfast,1,3.29,2025-03-10
ORD00024,Marinara Sauce,Pasta,1,3.49,2025-03-10
ORD00024,Milk,Breakfast,1,3.19,2025-03-10
ORD00024,Tomatoes,Produce,1,2.99,2025-03-10
ORD00024,Garlic Bread,Pasta,2,3.29,2025-03-10
ORD00025,creamer,Breakfast,1,3.29,2025-12-21
ORD00025,PAPER TOWELS,Cleaning,1,5.49,2025-12-21
ORD00025,Eggs,Breakfast,1,3.49,2025-12-21
ORD00025,Pretzels,Snacks,1,3.49,2025-12-21
ORD00025,Coffee Filters,Breakfast,1,2.49,2025-12-21
ORD00025,Bacon,Breakfast,1,5.99,2025-12-21
ORD00025,Orange Juice,Beverages,1,4.49,2025-12-21
ORD00026,Baby Wipes,Baby,1,6.99,2025-02-05
ORD00027,Coffee Beans,Beverages,1,8.99,2025-06-06
ORD00027,Eggs,Breakfast,1,3.49,2025-06-06
ORD00028,Creamer,Breakfast,1,3.29,2025-11-26
ORD00028,Sponges,Cleaning,1,2.49,2025-11-26
ORD00029,Salsa,Mexican,1,3.49,2025-07-10
ORD00029,Lime,Produce,1,0.59,2025-07-10
ORD00029,Bananas,Produce,1,1.79,2025-07-10
ORD00029,Tomatoes,Produce,1,2.99,2025-07-10
ORD00029,Shredded Cheese,Dairy,3,4.29,2025-07-10
ORD00029, Apples ,Produce,1,3.99,2025-07-10
ORD00030,Milk,Breakfast,3,3.19,2025-07-15
ORD00030,Bacon,Breakfast,1,5.99,2025-07-15
ORD00031,Paper Towels,Cleaning,1,5.49,2025-10-17
ORD00031,Dish Soap,Cleaning,1,3.29,2025-10-17
ORD00031,Baby Food,Baby,1,4.99,2025-10-17
ORD00031,Trash Bags,Cleaning,1,6.49,2025-10-17
ORD00031,Pretzels,Snacks,1,3.49,2025-10-17
ORD00032,Parmesan Cheese,Pasta,2,4.99,2025-08-11
ORD00032,Garlic Bread,Pasta,1,3.29,2025-08-11
ORD00032,Lime,Produce,1,0.59,2025-08-11
ORD00033,Butter,Breakfast,1,3.79,2025-06-26
ORD00033,Cookies,Snacks,1,3.99,2025-06-26
ORD00033,Potato Chips,Snacks,1,3.99,2025-06-26
ORD00033,Candy,Snacks,2,2.49,2025-06-26
ORD00034,Paper Towels,Cleaning,1,5.49,2025-06-09
ORD00034,Tortillas,Mexican,1,2.99,2025-06-09
ORD00034,Dish Soap,Cleaning,2,3.29,2025-06-09
ORD00034,Laundry Detergent,Cleaning,1,8.99,2025-06-09
ORD00035,Salsa,Mexican,1,3.49,2025-01-23
ORD00035, Soda ,Beverages,2,4.99,2025-01-23
ORD00035,Sour Cream,Dairy,1,2.29,2025-01-23
ORD00035,Shredded Cheese,Dairy,1,4.29,2025-01-23
ORD00035,Tortillas,Mexican,1,2.99,2025-01-23
ORD00035,Coffee Beans,Beverages,1,8.99,2025-01-23
ORD00036,Soda,Beverages,1,4.99,2025-08-08
ORD00036,Candy,Snacks,2,2.49,2025-08-08
ORD00037,Marinara Sauce,Pasta,1,3.49,2025-12-16
ORD00037,Salsa,Mexican,2,3.49,2025-12-16
ORD00037,Ground Beef,Meat,2,6.49,2025-12-16
ORD00037,Shampoo,Personal Care,3,5.99,2025-12-16
ORD00038,Eggs,Breakfast,1,3.49,2025-01-31
ORD00038,Milk,Breakfast,1,3.19,2025-01-31
ORD00038,Coffee Filters,Breakfast,2,2.49,2025-01-31
ORD00038,COFFEE BEANS,Beverages,1,8.99,2025-01-31
ORD00038,Sponges,Cleaning,1,2.49,2025-01-31
ORD00038,Potato Chips,Snacks,1,3.99,2025-01-31
ORD00038,Bread,Breakfast,1,2.99,2025-01-31
ORD00039,Lime,Produce,1,0.59,2025-01-04
ORD00039,Salsa,Mexican,1,3.49,2025-01-04
ORD00039,Sour Cream,Dairy,1,2.29,2025-01-04
ORD00039,Ground Beef,Meat,1,6.49,2025-01-04
ORD00040,Paper Towels,Cleaning,1,5.49,2025-01-29
ORD00040,Dish Soap,Cleaning,1,3.29,2025-01-29
ORD00040,Laundry Detergent,Cleaning,1,8.99,2025-01-29
ORD00040,Sponges,Cleaning,1,2.49,2025-01-29
ORD00040,Trash Bags,Cleaning,1,6.49,2025-01-29
ORD00041,Spaghetti,Pasta,1,1.79,2025-02-18
ORD00041,Basil,Produce,1,2.19,2025-02-18
ORD00041,Ground Beef,Meat,1,6.49,2025-02-18
ORD00042,Lime,Produce,1,0.59,2025-09-28
ORD00042,Tortillas,Mexican,1,2.99,2025-09-28
ORD00042,Salsa,Mexican,1,3.49,2025-09-28
ORD00042,Ground Beef,Meat,1,6.49,2025-09-28
ORD00043,Eggs,Breakfast,1,3.49,2025-11-22
ORD00043,Cereal,Breakfast,1,4.29,2025-11-22
ORD00043,Coffee Filters,Breakfast,1,2.49,2025-11-22
ORD00043,Coffee Beans,Beverages,1,8.99,2025-11-22
ORD00043,Orange Juice,Beverages,1,4.49,2025-11-22
ORD00044,Creamer,Breakfast,1,3.29,2025-10-03
ORD00044,Eggs,Breakfast,2,3.49,2025-10-03
ORD00044,Butter,Breakfast,1,3.79,2025-10-03
ORD00044,Shampoo,Personal Care,1,5.99,2025-10-03
ORD00044,Coffee Filters,Breakfast,1,2.49,2025-10-03
ORD00044,Bacon,Breakfast,1,5.99,2025-10-03
ORD00044,Bread,Breakfast,3,2.99,2025-10-03
ORD00045,Apples,Produce,2,3.99,2025-10-02
ORD00046,Toothpaste,Personal Care,1,3.29,2025-05-30
ORD00047,Marinara Sauce,Pasta,1,3.49,2025-11-30
ORD00047,BANANAS,Produce,2,1.79,2025-11-30
ORD00047,Spaghetti,Pasta,3,1.79,2025-11-30
ORD00048,BANANAS,Produce,1,1.79,2025-03-26
ORD00048,Milk,Breakfast,1,3.19,2025-03-26
ORD00049,Ketchup,Condiments,1,2.99,2025-02-19
ORD00049,Eggs,Breakfast,1,3.49,2025-02-19
ORD00049,Cereal,Breakfast,2,4.29,2025-02-19
ORD00049,Milk,Breakfast,3,3.19,2025-02-19
ORD00049,Burger Buns,Bakery,2,2.79,2025-02-19
ORD00049,Coffee Beans,Beverages,2,8.99,2025-02-19
ORD00049,Orange Juice,Beverages,1,4.49,2025-02-19
ORD00050,Avocado,Produce,1,1.29,2025-06-17
ORD00050,Lime,Produce,1,0.59,2025-06-17
ORD00050,Sour Cream,Dairy,3,2.29,2025-06-17
ORD00050,Shredded Cheese,Dairy,1,4.29,2025-06-17
ORD00050,Coffee Beans,Beverages,3,8.99,2025-06-17
ORD00050,Bacon,Breakfast,2,5.99,2025-06-17
ORD00051,Avocado,Produce,2,1.29,2025-07-17
ORD00051,Ground Beef,Meat,2,6.49,2025-07-17
ORD00051,Lime,Produce,1,0.59,2025-07-17
ORD00051,Bananas,Produce,1,1.79,2025-07-17
ORD00051,Baby Wipes,Baby,1,6.99,2025-07-17
ORD00051,Shredded Cheese,Dairy,1,4.29,2025-07-17
ORD00051,Tortillas,Mexican,1,2.99,2025-07-17
ORD00051,Apples,Produce,1,3.99,2025-07-17
ORD00051,Lettuce,Produce,1,2.29,2025-07-17
ORD00052,Paper Towels,Cleaning,1,5.49,2025-07-24
ORD00053,Marinara Sauce,Pasta,2,3.49,2025-06-21
ORD00053,Spaghetti,Pasta,1,1.79,2025-06-21
ORD00053,Parmesan Cheese,Pasta,1,4.99,2025-06-21
ORD00054,Cookies,Snacks,1,3.99,2025-02-09
ORD00054,Eggs,Breakfast,1,3.49,2025-02-09
ORD00054,Candy,Snacks,1,2.49,2025-02-09
ORD00055,Creamer,Breakfast,1,3.29,2025-01-09
ORD00055,Coffee Beans,Beverages,1,8.99,2025-01-09
ORD00055,Eggs,Breakfast,1,3.49,2025-01-09
ORD00055,Bread,Breakfast,1,2.99,2025-01-09
ORD00056,Charcoal,Outdoor,1,7.99,2025-07-07
ORD00056,Ketchup,Condiments,1,2.99,2025-07-07
ORD00056,Ground Beef,Meat,1,6.49,2025-07-07
ORD00057,Creamer,Breakfast,1,3.29,2025-12-30
ORD00057,Eggs,Breakfast,1,3.49,2025-12-30
ORD00057,Toothpaste,Personal Care,1,3.29,2025-12-30
ORD00057,Cereal,Breakfast,1,4.29,2025-12-30
ORD00057,Milk,Breakfast,1,3.19,2025-12-30
ORD00057,Coffee Beans,Beverages,2,8.99,2025-12-30
ORD00057,Trash Bags,Cleaning,1,6.49,2025-12-30
ORD00057,Orange Juice,Beverages,3,4.49,2025-12-30
ORD00058,Bananas,Produce,2,1.79,2025-07-04
ORD00058,Avocado,Produce,2,1.29,2025-07-04
ORD00058,Tomatoes,Produce,1,2.99,2025-07-04
ORD00058,Lettuce,Produce,1,2.29,2025-07-04
ORD00059,Lime,Produce,1,0.59,2025-07-10
ORD00059,Tortillas,Mexican,1,2.99,2025-07-10
ORD00059,Salsa,Mexican,1,3.49,2025-07-10
ORD00059,Ground Beef,Meat,1,6.49,2025-07-10
ORD00060,Avocado,Produce,2,1.29,2025-01-27
ORD00060,Lime,Produce,1,0.59,2025-01-27
ORD00060,Sour Cream,Dairy,1,2.29,2025-01-27
ORD00060,Tomatoes,Produce,1,2.99,2025-01-27
ORD00060,Apples,Produce,1,3.99,2025-01-27
ORD00061,Cookies,Snacks,1,3.99,2025-09-23
ORD00061,Candy,Snacks,1,2.49,2025-09-23
ORD00062,Marinara Sauce,Pasta,1,3.49,2025-07-25
ORD00062,Spaghetti,Pasta,3,1.79,2025-07-25
ORD00063,Soda,Beverages,1,4.99,2025-02-28
ORD00063,Pretzels,Snacks,1,3.49,2025-02-28
ORD00064,Marinara Sauce,Pasta,1,3.49,2025-02-03
ORD00064,Avocado,Produce,1,1.29,2025-02-03
ORD00064,Garlic Bread,Pasta,1,3.29,2025-02-03
ORD00065,Tomatoes,Produce,1,2.99,2025-08-30
ORD00066,Burger Buns,Bakery,1,2.79,2025-06-09
ORD00066,Soap,Personal Care,1,2.99,2025-06-09
ORD00066,Ketchup,Condiments,2,2.99,2025-06-09
ORD00066,Potato Chips,Snacks,1,3.99,2025-06-09
ORD00067,Paper Towels,Cleaning,1,5.49,2025-06-12
ORD00067,Laundry Detergent,Cleaning,1,8.99,2025-06-12
ORD00067,Bottled Water,Beverages,1,4.49,2025-06-12
ORD00067,Trash Bags,Cleaning,1,6.49,2025-06-12
ORD00068,Ketchup,Condiments,1,2.99,2025-10-29
ORD00069,Creamer,Breakfast,1,3.29,2025-12-04
ORD00069,Tortillas,Mexican,1,2.99,2025-12-04
ORD00069,Salsa,Mexican,3,3.49,2025-12-04
ORD00069,Sour Cream,Dairy,1,2.29,2025-12-04
ORD00070,Mustard,Condiments,2,2.29,2025-12-22
ORD00070,Cookies,Snacks,1,3.99,2025-12-22
ORD00070,Potato Chips,Snacks,1,3.99,2025-12-22
ORD00071,Spaghetti,Pasta,1,1.79,2025-09-10
ORD00071,Tortillas,Mexican,1,2.99,2025-09-10
ORD00071,Salsa,Mexican,1,3.49,2025-09-10
ORD00071,Lime,Produce,2,0.59,2025-09-10
ORD00072,Shampoo,Personal Care,1,5.99,2025-04-06
ORD00073,Marinara Sauce,Pasta,1,3.49,2025-01-03
ORD00073,Spaghetti,Pasta,1,1.79,2025-01-03
ORD00073,Garlic Bread,Pasta,1,3.29,2025-01-03
ORD00074,Creamer,Breakfast,3,3.29,2025-08-29
ORD00074,Eggs,Breakfast,1,3.49,2025-08-29
ORD00074,Butter,Breakfast,1,3.79,2025-08-29
ORD00074,Bacon,Breakfast,1,5.99,2025-08-29
ORD00074,Bread,Breakfast,1,2.99,2025-08-29
ORD00075,Baby Wipes,Baby,1,6.99,2025-11-28
ORD00075,Diapers,Baby,1,19.99,2025-11-28
ORD00075,Baby Formula,Baby,1,22.99,2025-11-28
ORD00076,Mustard,Condiments,1,2.29,2025-09-02
ORD00076,Shredded Cheese,Dairy,1,4.29,2025-09-02
ORD00076,Ground Beef,Meat,1,6.49,2025-09-02
ORD00077,Paper Towels,Cleaning,1,5.49,2025-03-27
ORD00077,Sponges,Cleaning,1,2.49,2025-03-27
ORD00077,Dish Soap,Cleaning,2,3.29,2025-03-27
ORD00077,Salsa,Mexican,1,3.49,2025-03-27
ORD00078,Laundry Detergent,Cleaning,1,8.99,2025-07-16
ORD00078,Mustard,Condiments,2,2.29,2025-07-16
ORD00078,Trash Bags,Cleaning,2,6.49,2025-07-16
ORD00078,Ground Beef,Meat,2,6.49,2025-07-16
ORD00079,Butter,Breakfast,1,3.79,2025-11-05
ORD00079,Coffee Filters,Breakfast,2,2.49,2025-11-05
ORD00079,Laundry Detergent,Cleaning,1,8.99,2025-11-05
ORD00079,Bacon,Breakfast,2,5.99,2025-11-05
ORD00079,Ground Beef,Meat,1,6.49,2025-11-05
ORD00080,Cereal,Breakfast,2,4.29,2025-04-22
ORD00080,Sour Cream,Dairy,1,2.29,2025-04-22
ORD00080,Ground Beef,Meat,1,6.49,2025-04-22
ORD00081,Paper Towels,Cleaning,2,5.49,2025-04-26
ORD00081,Sponges,Cleaning,1,2.49,2025-04-26
ORD00082,Ketchup,Condiments,1,2.99,2025-07-17
ORD00082, Burger Buns ,Bakery,1,2.79,2025-07-17
ORD00082,Mustard,Condiments,1,2.29,2025-07-17
ORD00082,Potato Chips,Snacks,2,3.99,2025-07-17
ORD00082,Ground Beef,Meat,1,6.49,2025-07-17
ORD00083,Toothpaste,Personal Care,1,3.29,2025-09-07
ORD00083,Pretzels,Snacks,1,3.49,2025-09-07
ORD00083,Shampoo,Personal Care,1,5.99,2025-09-07
ORD00084,Tortillas,Mexican,1,2.99,2025-01-11
ORD00084,baby wipes,Baby,1,6.99,2025-01-11
ORD00084,Spaghetti,Pasta,1,1.79,2025-01-11
ORD00084,Diapers,Baby,1,19.99,2025-01-11
ORD00085,Salsa,Mexican,2,3.49,2025-08-15
ORD00085,Shredded Cheese,Dairy,1,4.29,2025-08-15
ORD00085,Sour Cream,Dairy,1,2.29,2025-08-15
ORD00086,Bananas,Produce,1,1.79,2025-09-16
ORD00086,Apples,Produce,2,3.99,2025-09-16
ORD00086,Tomatoes,Produce,1,2.99,2025-09-16
ORD00086,Lettuce,Produce,1,2.29,2025-09-16
ORD00087,Paper Towels,Cleaning,1,5.49,2025-11-28
ORD00087,Dish Soap,Cleaning,1,3.29,2025-11-28
ORD00087,Sponges,Cleaning,1,2.49,2025-11-28
ORD00087,Bacon,Breakfast,2,5.99,2025-11-28
ORD00088,Potato Chips,Snacks,1,3.99,2025-09-22
ORD00088,Soda,Beverages,1,4.99,2025-09-22
ORD00088,Candy,Snacks,3,2.49,2025-09-22
ORD00088,Cookies,Snacks,1,3.99,2025-09-22
ORD00088,Pretzels,Snacks,2,3.49,2025-09-22
ORD00089,Baby Wipes,Baby,1,6.99,2025-08-13
ORD00089,Diapers,Baby,2,19.99,2025-08-13
ORD00089,Baby Food,Baby,2,4.99,2025-08-13
ORD00089,Baby Formula,Baby,1,22.99,2025-08-13
ORD00090,Soda,Beverages,1,4.99,2025-08-28
ORD00090,Potato Chips,Snacks,1,3.99,2025-08-28
ORD00090,Candy,Snacks,1,2.49,2025-08-28
ORD00091,Paper Towels,Cleaning,1,5.49,2025-01-01
ORD00091,Sponges,Cleaning,1,2.49,2025-01-01
ORD00091,Bacon,Breakfast,1,5.99,2025-01-01
ORD00092,Baby Formula,Baby,1,22.99,2025-10-13
ORD00092,Cookies,Snacks,2,3.99,2025-10-13
ORD00092,Soda,Beverages,1,4.99,2025-10-13
ORD00092,Potato Chips,Snacks,2,3.99,2025-10-13
ORD00093,Parmesan Cheese,Pasta,1,4.99,2025-08-06
ORD00093,Spaghetti,Pasta,1,1.79,2025-08-06
ORD00093,Charcoal,Outdoor,1,7.99,2025-08-06
ORD00093,Dish Soap,Cleaning,1,3.29,2025-08-06
ORD00093,Soda,Beverages,1,4.99,2025-08-06
ORD00093,Marinara Sauce,Pasta,1,3.49,2025-08-06
ORD00093,Garlic Bread,Pasta,1,3.29,2025-08-06
ORD00093,Cookies,Snacks,1,3.99,2025-08-06
ORD00093,Ground Beef,Meat,1,6.49,2025-08-06
ORD00094,Creamer,Breakfast,1,3.29,2025-04-06
ORD00094,Avocado,Produce,2,1.29,2025-04-06
ORD00094,Salsa,Mexican,2,3.49,2025-04-06
ORD00094,Sour Cream,Dairy,1,2.29,2025-04-06
ORD00094,Shredded Cheese,Dairy,2,4.29,2025-04-06
ORD00094,Tortillas,Mexican,1,2.99,2025-04-06
ORD00095,Spaghetti,Pasta,1,1.79,2025-07-01
ORD00095,Marinara Sauce,Pasta,1,3.49,2025-07-01
ORD00095,Tortillas,Mexican,1,2.99,2025-07-01
ORD00095,Garlic Bread,Pasta,2,3.29,2025-07-01
ORD00095,Ground Beef,Meat,2,6.49,2025-07-01
ORD00096,Paper Towels,Cleaning,1,5.49,2025-05-18
ORD00096,Burger Buns,Bakery,1,2.79,2025-05-18
ORD00096,Charcoal,Outdoor,1,7.99,2025-05-18
ORD00096,Ground Beef,Meat,1,6.49,2025-05-18
ORD00097,Spaghetti,Pasta,1,1.79,2025-08-05
ORD00097,Lime,Produce,1,0.59,2025-08-05
ORD00097,Sour Cream,Dairy,1,2.29,2025-08-05
ORD00097,Shredded Cheese,Dairy,1,4.29,2025-08-05
ORD00097,Tortillas,Mexican,1,2.99,2025-08-05
ORD00097,Ground Beef,Meat,1,6.49,2025-08-05
ORD00098,Marinara Sauce,Pasta,1,3.49,2025-10-12
ORD00098,Spaghetti,Pasta,2,1.79,2025-10-12
ORD00098,Garlic Bread,Pasta,2,3.29,2025-10-12
ORD00098,Ground Beef,Meat,1,6.49,2025-10-12
ORD00099,Trash Bags,Cleaning,2,6.49,2025-12-11
ORD00099,Cookies,Snacks,1,3.99,2025-12-11
ORD00099,Pretzels,Snacks,1,3.49,2025-12-11
ORD00100,Cereal,Breakfast,2,4.29,2025-11-08
ORD00100,Tortillas,Mexican,1,2.99,2025-11-08
ORD00100,Ground Beef,Meat,3,6.49,2025-11-08
ORD00101,Eggs,Breakfast,1,3.49,2025-11-22
ORD00102,Parmesan Cheese,Pasta,1,4.99,2025-05-06
ORD00102,Spaghetti,Pasta,2,1.79,2025-05-06
ORD00102,Marinara Sauce,Pasta,1,3.49,2025-05-06
ORD00102,Garlic Bread,Pasta,1,3.29,2025-05-06
ORD00102,Basil,Produce,1,2.19,2025-05-06
ORD00102,Ground Beef,Meat,1,6.49,2025-05-06
ORD00103,Paper Towels,Cleaning,1,5.49,2025-03-08
ORD00103,Bananas,Produce,3,1.79,2025-03-08
ORD00103,Tomatoes,Produce,1,2.99,2025-03-08
ORD00103,Sponges,Cleaning,1,2.49,2025-03-08
ORD00103,Trash Bags,Cleaning,2,6.49,2025-03-08
ORD00103,Lettuce,Produce,1,2.29,2025-03-08
ORD00104,Marinara Sauce,Pasta,1,3.49,2025-09-05
ORD00104,Bananas,Produce,2,1.79,2025-09-05
ORD00104,Spaghetti,Pasta,1,1.79,2025-09-05
ORD00104,Ground Beef,Meat,2,6.49,2025-09-05
ORD00105,Eggs,Breakfast,1,3.49,2025-07-31
ORD00105,Milk,Breakfast,2,3.19,2025-07-31
ORD00105,Tomatoes,Produce,1,2.99,2025-07-31
ORD00105,coffee beans,Beverages,2,8.99,2025-07-31
ORD00105,Bacon,Breakfast,1,5.99,2025-07-31
ORD00106,Tortillas,Mexican,1,2.99,2025-11-04
ORD00106,Cookies,Snacks,1,3.99,2025-11-04
ORD00106,Potato Chips,Snacks,2,3.99,2025-11-04
ORD00107,Parmesan Cheese,Pasta,2,4.99,2025-06-04
ORD00107,Baby Wipes,Baby,3,6.99,2025-06-04
ORD00107,Diapers,Baby,1,19.99,2025-06-04
ORD00108,parmesan cheese,Pasta,1,4.99,2025-09-04
ORD00109,Milk,Breakfast,1,3.19,2025-03-08
ORD00109,Coffee Filters,Breakfast,1,2.49,2025-03-08
ORD00109,Eggs,Breakfast,1,3.49,2025-03-08
ORD00109,Bacon,Breakfast,1,5.99,2025-03-08
ORD00110,Milk,Breakfast,1,3.19,2025-07-17
ORD00110,Toilet Paper,Personal Care,2,8.99,2025-07-17
ORD00110,Ground Beef,Meat,3,6.49,2025-07-17
ORD00111,Paper Towels,Cleaning,2,5.49,2025-01-24
ORD00111,Dish Soap,Cleaning,1,3.29,2025-01-24
ORD00111,Laundry Detergent,Cleaning,2,8.99,2025-01-24
ORD00112,Potato Chips,Snacks,1,3.99,2025-12-25
ORD00112,Shampoo,Personal Care,1,5.99,2025-12-25
ORD00113,Potato Chips,Snacks,1,3.99,2025-07-07
ORD00113,Dish Soap,Cleaning,1,3.29,2025-07-07
ORD00113,Soda,Beverages,2,4.99,2025-07-07
ORD00113,Cookies,Snacks,3,3.99,2025-07-07
ORD00113,Pretzels,Snacks,1,3.49,2025-07-07
ORD00114,Soda,Beverages,2,4.99,2025-07-27
ORD00114,Toothpaste,Personal Care,1,3.29,2025-07-27
ORD00114,Toilet Paper,Personal Care,1,8.99,2025-07-27
ORD00115,Bananas,Produce,1,1.79,2025-04-19
ORD00115,Tomatoes,Produce,1,2.99,2025-04-19
ORD00116,Coffee Beans,Beverages,1,8.99,2025-10-04
ORD00116,Bacon,Breakfast,1,5.99,2025-10-04
ORD00117,Toilet Paper,Personal Care,2,8.99,2025-06-13
ORD00117,Shampoo,Personal Care,1,5.99,2025-06-13
ORD00118,Paper Towels,Cleaning,2,5.49,2025-04-09
ORD00118,Creamer,Breakfast,1,3.29,2025-04-09
ORD00118,Dish Soap,Cleaning,1,3.29,2025-04-09
ORD00118,Eggs,Breakfast,1,3.49,2025-04-09
ORD00118,Coffee Filters,Breakfast,1,2.49,2025-04-09
ORD00119,Cookies,Snacks,1,3.99,2025-12-14
ORD00119,Soda,Beverages,1,4.99,2025-12-14
ORD00119,Candy,Snacks,2,2.49,2025-12-14
ORD00120,Diapers,Baby,1,19.99,2025-12-31
ORD00120,Cookies,Snacks,2,3.99,2025-12-31
ORD00120,Pretzels,Snacks,1,3.49,2025-12-31
ORD00120,Candy,Snacks,1,2.49,2025-12-31
ORD00121,Avocado,Produce,1,1.29,2025-07-04
ORD00121,Lime,Produce,1,0.59,2025-07-04
ORD00121,Bananas,Produce,1,1.79,2025-07-04
ORD00121,Apples,Produce,1,3.99,2025-07-04
ORD00121,Coffee Beans,Beverages,1,8.99,2025-07-04
